sequence,time_from_case9,operation,detail
137,268,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=6 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
138,269,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
139,271,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=6 evidence=OBSERVED"
140,272,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=6 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
141,273,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=6 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
142,277,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
143,278,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
144,279,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
145,280,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=6 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
146,284,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
147,286,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
148,287,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
149,288,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
150,289,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
151,290,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
152,291,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
153,292,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
154,294,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=7 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
155,296,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=7 frame_token=30067942173 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
156,305,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
157,306,FFP_GUEST_REQUEST_SAMPLE,"[FFP_GUEST_REQUEST_SAMPLE] n=7 event=0x1E209 app=0x9 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 r5=0x9 r6=0x0 r7=0x280058 stack0=0x0 stack1=0x0 caller_pc=0x304599 caller_lr=0x304599 insn=7 ctx=0x690D04 er_digest=0x3936FB"
158,308,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=7 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=7 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_14"
159,310,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=7 owner=robotol.ext evidence=OBSERVED"
160,311,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
161,312,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
162,313,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
163,314,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
164,318,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=7 saved_r9=0x0 frame_token=30067942173 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
165,320,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=7 restored_r9=0x0 ok=1 frame_token=30067942173 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
166,324,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=7 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
167,325,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
168,327,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=7 evidence=OBSERVED"
169,328,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=7 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
170,329,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=7 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
171,333,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
172,334,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
173,335,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
174,336,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=7 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
175,340,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
176,342,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
177,343,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
178,344,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
179,345,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
180,346,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
181,347,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
182,348,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
183,350,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=8 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
184,352,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=8 frame_token=34362909469 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
185,361,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
186,362,FFP_GUEST_REQUEST_SAMPLE,"[FFP_GUEST_REQUEST_SAMPLE] n=8 event=0x1E209 app=0x9 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 r5=0x9 r6=0x0 r7=0x280058 stack0=0x0 stack1=0x0 caller_pc=0x304599 caller_lr=0x304599 insn=8 ctx=0x690D04 er_digest=0x3936FB"
187,364,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=8 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=8 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_14"
188,366,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=8 owner=robotol.ext evidence=OBSERVED"
189,367,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
190,368,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
191,369,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
192,370,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
193,374,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=8 saved_r9=0x0 frame_token=34362909469 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
194,376,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=8 restored_r9=0x0 ok=1 frame_token=34362909469 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
195,380,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=8 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
196,381,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
197,383,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=8 evidence=OBSERVED"
198,384,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=8 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
199,385,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=8 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
200,389,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
201,390,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
202,391,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
203,392,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=8 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
204,396,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
205,398,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
206,399,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
207,400,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
208,401,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
209,402,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
210,403,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
211,404,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
212,406,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=9 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
213,408,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=9 frame_token=38657876765 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
214,417,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
215,418,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=9 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=9 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_14"
216,420,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=9 owner=robotol.ext evidence=OBSERVED"
217,421,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
218,422,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
219,423,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
220,424,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
221,428,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=9 saved_r9=0x0 frame_token=38657876765 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
222,430,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=9 restored_r9=0x0 ok=1 frame_token=38657876765 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
223,434,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=9 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
224,435,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
225,437,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=9 evidence=OBSERVED"
226,438,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=9 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
227,439,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=9 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
228,443,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
229,444,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
230,445,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
231,446,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=9 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
232,450,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
233,452,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
234,453,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
235,454,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
236,455,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
237,456,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
238,457,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
239,458,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
240,460,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=10 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
241,462,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=10 frame_token=42952844061 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
242,471,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
243,472,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=10 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=10 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
244,474,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=10 owner=robotol.ext evidence=OBSERVED"
245,475,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
246,476,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
247,477,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
248,478,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
249,482,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=10 saved_r9=0x0 frame_token=42952844061 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
250,484,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=10 restored_r9=0x0 ok=1 frame_token=42952844061 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
251,488,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=10 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
252,489,TIMER_CADENCE_VERDICT,"[TIMER_CADENCE_VERDICT] verdict=TIMER_CADENCE_VALID deliveries=10 duplicates=0 max_outstanding=1 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
253,490,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
254,492,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=10 evidence=OBSERVED"
255,493,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=10 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
256,494,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=10 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
257,498,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
258,499,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
259,500,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
260,501,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=10 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
261,505,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
262,507,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
263,508,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
264,509,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
265,510,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
266,511,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
267,512,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
268,513,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
269,515,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=11 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
270,517,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=11 frame_token=47247811357 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
271,526,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
272,527,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=11 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=11 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
273,529,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=11 owner=robotol.ext evidence=OBSERVED"
274,530,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
